page,rubric,sub_rubric,complete_rubric,remedy,grade
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",nat-a,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",nat-c,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",Nat-m,3
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",nat-p,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",nat-s,2
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",nicc,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",Nit-ac,3
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",nux-m,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",Nux-v,3
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",olnd,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",op,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",osm,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",pall,2
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",Petr,3
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",ph-ac,2
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",phos,2
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",plat,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",psor,2
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",puls,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",ran-b,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",rat,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",rhus-t,2
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",ruta,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",sabad,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",sang,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",seneg,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",Sep,3
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",sil,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",spig,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",squil,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",stann,2
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",Staph,3
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",stram,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",stront,2
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",sul-ac,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",Sulph,3
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",tarent,2
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",tell,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",thuj,2
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",tril,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",valer,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",verat,1
2,"ANGER, irascibility",,"Mind, ANGER, irascibility",zinc,2
2,"ANGER, irascibility",morning,"Mind, ANGER, irascibility, morning",Kali-c,2
2,"ANGER, irascibility",morning,"Mind, ANGER, irascibility, morning",nux-v,2
2,"ANGER, irascibility",morning,"Mind, ANGER, irascibility, morning",petr,2
2,"ANGER, irascibility",morning,"Mind, ANGER, irascibility, morning",sep,2
2,"ANGER, irascibility",morning,"Mind, ANGER, irascibility, morning",sulph,2
2,"ANGER, irascibility","waking, on","Mind, ANGER, irascibility, waking, on",Carb-an,1
2,"ANGER, irascibility","waking, on","Mind, ANGER, irascibility, waking, on",kali-c,2
2,"ANGER, irascibility","waking, on","Mind, ANGER, irascibility, waking, on",petr,1
2,"ANGER, irascibility",forenoon,"Mind, ANGER, irascibility, forenoon",Carb-v,1
2,"ANGER, irascibility",evening,"Mind, ANGER, irascibility, evening",Am-c,2
2,"ANGER, irascibility",evening,"Mind, ANGER, irascibility, evening",bry,2
2,"ANGER, irascibility",evening,"Mind, ANGER, irascibility, evening",cahin,2
2,"ANGER, irascibility",evening,"Mind, ANGER, irascibility, evening",croc,2
2,"ANGER, irascibility",evening,"Mind, ANGER, irascibility, evening",kali-c,2
2,"ANGER, irascibility",evening,"Mind, ANGER, irascibility, evening",Lyc,3
2,"ANGER, irascibility",evening,"Mind, ANGER, irascibility, evening",nicc,2
2,"ANGER, irascibility",evening,"Mind, ANGER, irascibility, evening",op,2
2,"ANGER, irascibility",evening,"Mind, ANGER, irascibility, evening",petr,2
2,"ANGER, irascibility","absent persons, at","Mind, ANGER, irascibility, absent persons, at",Aur,2
2,"ANGER, irascibility","absent persons, at","Mind, ANGER, irascibility, absent persons, at",kali-c,1
2,"ANGER, irascibility","absent persons, at","Mind, ANGER, irascibility, absent persons, at",lyc,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",Acon,3
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",agar,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",alum,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",am-c,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",ant-t,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",apis,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",arg-n,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",arn,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",ars,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",aur-m,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",aur,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",bell,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",bry,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",cadm,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",calc-p,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",calc-s,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",calc,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",caust,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",Cham,3
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",chin,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",cimic,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",cist,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",Cocc,3
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",coff,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",Coloc,3
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",croc,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",cupr,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",ferr-p,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",ferr,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",gels,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",hyos,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",Ign,3
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",Ip,3
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",kali-p,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",lach,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",lyc,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",mag-c,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",mag-m,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",manc,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",mez,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",nat-c,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",nat-m,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",nat-p,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",nat-s,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",nux-m,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",Nux-v,3
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",Op,3
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",petr,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",ph-ac,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",phos,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",Plat,3
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",puls,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",ran-b,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",rhus-t,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",samb,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",sec,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",sel,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",sep,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",sil,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",stann,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",Staph,3
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",stram,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",sulph,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",tarent,2
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",verat,1
2,"ANGER, irascibility","ailments after anger, vexation, etc","Mind, ANGER, irascibility, ailments after anger, vexation, etc",zinc,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",Acon,3
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",alum,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",Ars,3
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",aur,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",bell,2
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",bry,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",calc,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",cham,2
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",cocc,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",coff,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",cupr,2
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",hyos,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",Ign,3
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",lyc,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",nat-c,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",nat-m,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",Nux-v,3
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",op,2
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",petr,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",phos,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",plat,2
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",puls,2
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",rhus-t,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",samb,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",sep,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",stann,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",stram,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",sulph,1
2,"ANGER, irascibility",ailments after anger with anxiety,"Mind, ANGER, irascibility, ailments after anger with anxiety",verat,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",Acon,3
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",aur,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",bell,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",calc,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",cocc,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",cupr,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",Ign,3
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",nat-c,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",nux-v,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",op,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",petr,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",phos,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",plat,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",puls,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",samb,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",sep,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",sulph,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright",zinc,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, indignation","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, indignation",Aur,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, indignation","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, indignation",Coloc,3
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, indignation","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, indignation",ip,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, indignation","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, indignation",lyc,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, indignation","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, indignation",merc,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, indignation","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, indignation",mur-ac,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, indignation","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, indignation",nat-m,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, indignation","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, indignation",nux-v,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, indignation","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, indignation",plat,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, indignation","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, indignation",Staph,3
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, silent grief","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, silent grief",Alum,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, silent grief","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, silent grief",ars,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, silent grief","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, silent grief",aur,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, silent grief","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, silent grief",bell,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, silent grief","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, silent grief",cocc,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, silent grief","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, silent grief",coloc,2
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, silent grief","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, silent grief",hyos,1
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, silent grief","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, silent grief",Ign,3
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, silent grief","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, silent grief",Lyc,3
2,"ANGER, irascibility","ailments after anger with anxiety, with fright, silent grief","Mind, ANGER, irascibility, ailments after anger with anxiety, with fright, silent grief",nat-c,1
